id,start_ts,end_ts,duration_sec,audio_path,transcript,summary,keywords,important
32,2025-10-07T11:54:53.816064,2025-10-07T11:55:52.193116,11.34,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T11-54-53.wav,"","","",0
33,2025-10-07T11:55:53.845826,2025-10-07T11:56:50.512905,15.63,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T11-55-53.wav,"I saw you in her single loving vote.","I saw you in her single loving vote.","",0
34,2025-10-07T11:56:53.875529,2025-10-07T11:57:24.802569,3.99,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T11-56-53.wav,Mm-hmm.,Mm-hmm.,"",0
35,2025-10-07T11:57:44.815465,2025-10-07T11:58:41.452280,2.34,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T11-57-44.wav,"","","",0
36,2025-10-07T11:58:44.842816,2025-10-07T11:59:44.361992,6.93,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T11-58-44.wav,"","","",0
37,2025-10-07T11:59:44.874002,2025-10-07T12:00:44.541672,11.64,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T11-59-44.wav,"","","",0
38,2025-10-07T12:00:44.905397,2025-10-07T12:01:43.821268,5.73,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-00-44.wav,"","","",0
39,2025-10-07T12:01:44.933946,2025-10-07T12:02:39.171167,7.11,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-01-44.wav,"","","",0
40,2025-10-07T12:02:44.963378,2025-10-07T12:03:43.910810,11.64,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-02-44.wav,"","","",0
41,2025-10-07T12:03:44.992731,2025-10-07T12:04:33.081150,4.47,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-03-44.wav,"","","",0
42,2025-10-07T12:04:45.024893,2025-10-07T12:05:43.850218,2.28,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-04-45.wav,"","","",0
43,2025-10-07T12:05:45.052407,2025-10-07T12:06:45.019927,7.44,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-05-45.wav,"","","",0
44,2025-10-07T12:06:45.083242,2025-10-07T12:07:40.849898,4.8,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-06-45.wav,"","","",0
45,2025-10-07T12:07:45.114433,2025-10-07T12:08:44.749217,7.35,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-07-45.wav,"","","",0
46,2025-10-07T12:08:45.141881,2025-10-07T12:09:43.008976,2.73,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-08-45.wav,"","","",0
47,2025-10-07T12:09:45.170049,2025-10-07T12:10:33.588709,5.25,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-09-45.wav,"","","",0
48,2025-10-07T12:10:45.202020,2025-10-07T12:11:44.178157,4.95,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-10-45.wav,"","","",0
49,2025-10-07T12:11:45.231547,2025-10-07T12:11:48.138366,0.09,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-11-45.wav,"","","",0
50,2025-10-07T12:12:08.148715,2025-10-07T12:13:06.077713,4.77,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-12-08.wav,"","","",0
51,2025-10-07T12:13:08.180444,2025-10-07T12:14:07.157465,6.24,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-13-08.wav,"","","",0
52,2025-10-07T12:14:08.209010,2025-10-07T12:15:07.847711,5.28,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-14-08.wav,"","","",0
53,2025-10-07T12:15:08.240664,2025-10-07T12:16:08.263939,3.93,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-15-08.wav,"","","",0
54,2025-10-07T12:16:08.266369,2025-10-07T12:17:07.663280,2.07,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-16-08.wav,"","","",0
55,2025-10-07T12:17:08.296148,2025-10-07T12:17:40.753102,8.7,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-17-08.wav,"Thanks for watching! Don't forget to subscribe for more videos!","Thanks for watching! Don't forget to subscribe for more videos!.","",0
56,2025-10-07T12:18:00.764778,2025-10-07T12:18:18.523031,0.27,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-18-00.wav,"","","",0
57,2025-10-07T12:18:38.534944,2025-10-07T12:19:31.842563,6.12,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-18-38.wav,"","","",0
58,2025-10-07T12:19:38.565727,2025-10-07T12:20:37.812120,6.84,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-19-38.wav,Hmm.,Hmm.,"",0
59,2025-10-07T12:20:38.596561,2025-10-07T12:21:37.391813,15.6,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-20-38.wav,"","","",0
60,2025-10-07T12:21:38.625121,2025-10-07T12:22:37.931451,4.2,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-21-38.wav,Hmm,Hmm.,"",0
61,2025-10-07T12:22:38.655474,2025-10-07T12:23:37.901336,4.14,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-22-38.wav,"","","",0
62,2025-10-07T12:23:38.684621,2025-10-07T12:24:38.110800,4.02,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-23-38.wav,"","","",0
63,2025-10-07T12:24:38.714356,2025-10-07T12:25:38.621602,3.48,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-24-38.wav,"","","",0
64,2025-10-07T12:25:38.744372,2025-10-07T12:26:35.470256,23.16,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-25-38.wav,"So this is just trying to take care of what we are doing here and I think the microphone is still on right? Yeah, I mean I'm just going to do what they have asked me to because I'm going to throw a 4-4 error that is there and in order to do that I'll probably have to change some test. So basically here it is going to check.","So this is just trying to take care of what we are doing here and I think the microphone is still on right? Yeah, I mean I'm just going to do what they have asked me to because I'm going to throw a 4-4 error that is there and in order to do that I'll probably have to change some test. So basically here it is going to check.","",0
65,2025-10-07T12:26:38.774086,2025-10-07T12:27:35.829904,6.21,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-26-38.wav,"So we'll have to check the configuration.","So we'll have to check the configuration.","",0
66,2025-10-07T12:27:38.803456,2025-10-07T12:28:14.169381,0.45,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-27-38.wav,"","","",0
67,2025-10-07T12:28:34.182784,2025-10-07T12:29:28.089128,4.92,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-28-34.wav,"","","",0
68,2025-10-07T12:29:34.213154,2025-10-07T12:30:32.678753,10.08,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-29-34.wav,You,You.,"",0
69,2025-10-07T12:30:34.242428,2025-10-07T12:31:34.268182,36.3,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-30-34.wav,"I don't. Good morning. Good evening. Hey, my question. I saw Crystal you did yesterday take a devops ticket about... Oh yeah. Oh my god. My horrible typing skills were up for three hours. I was very upset. I didn't even read everything was case sensitive. And then I missed a letter when I was testing as well. Because my fingers are short and stubby. I didn't cut the key all the way. But you created the script change, right?","I saw Crystal you did yesterday take a devops ticket about. And then I missed a letter when I was testing as well. My horrible typing skills were up for three hours. I didn't even read everything was case sensitive.","",0
70,2025-10-07T12:31:34.271128,2025-10-07T12:32:33.938004,33.15,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-31-34.wav,"You did the script change? Okay, so let's get this script","You did the script change? Okay, so let's get this script.","",0
71,2025-10-07T12:32:34.300677,2025-10-07T12:33:34.327855,24.63,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-32-34.wav,"I'm going to go over the hook. Okay. Can I? Did everybody move their stuff over? I'm hoping so. No, I haven't pulled my desk from last bit. Okay. Let's just start with. Okay, so, autonomy, advising through scripts. My dental, and vision, and all went to the appropriate section. I'm going to move this. Move this to the current speed obstacle? Yeah.","My dental, and vision, and all went to the appropriate section. Can I? Did everybody move their stuff over? I'm hoping so. Move this to the current speed obstacle? Yeah. Okay, so, autonomy, advising through scripts.","",0
72,2025-10-07T12:33:34.332008,2025-10-07T12:34:34.357483,41.01,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-33-34.wav,"Alright, and then contribution of supplemental cycle? That is no more required so then I will close this after the meeting. Alright, so did you want to talk about the dental admission? Sorry? Did you want to give your update on your task? I'm not currently working on this. I will create a new task regarding journal reconciliation for the monthly cycle. So yesterday I have completed around 70 tasks and plan to do it. I completed around 30-35 tasks today. We will continue with the same so that we will be in good shape to continue with the immersing cycle. That's it for me. Thank you so much for that. Did you understand the nature? No, I did not.","Alright, so did you want to talk about the dental admission? Sorry? Did you want to give your update on your task? I'm not currently working on this. Alright, and then contribution of supplemental cycle? That is no more required so then I will close this after the meeting. We will continue with the same so that we will be in good shape to continue with the immersing cycle. I will create a new task regarding journal reconciliation for the monthly cycle.","",0
73,2025-10-07T12:34:34.361667,2025-10-07T12:35:34.387052,42.9,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-34-34.wav,"I'm not moving my stuff but we synced up in the morning today and I think the QLE, so I think I missed that thing that you just shared that you mentioned to Shaday that was decoupling of QLE. Yeah. So isn't that online what we discussed right Shaday? Okay. Yeah, so I think those two, I mean it is up for review and I mean, yeah, so I don't want to move it because I don't think anticipate any changes but I think I'll move like the policy changes wherein we are going to hide them right Shaday? Yeah, for now like we'll be hiding, hiding that there have been all those confidence and services that we're going to be there. Yeah. So I think those are like the one in pro...","Yeah, so I think those two, I mean it is up for review and I mean, yeah, so I don't want to move it because I don't think anticipate any changes but I think I'll move like the policy changes wherein we are going to hide them right Shaday? Yeah, for now like we'll be hiding, hiding that there have been all those confidence and services that we're going to be there. I'm not moving my stuff but we synced up in the morning today and I think the QLE, so I think I missed that thing that you just shared that you mentioned to Shaday that was decoupling of QLE. So isn't that online what we discussed right Shaday? Okay. So I think those are like the one in pro.","",0
74,2025-10-07T12:35:34.391501,2025-10-07T12:36:34.416756,33.87,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-35-34.wav,"I think I'll break it down and I'll move it but yeah, I think I tested we tested those components So that is it from my side and I'm fine with taking up something else Yeah, also I added like that small PR the buck that you assigned me yesterday Like that so he obviously see the need for this future","I think I'll break it down and I'll move it but yeah, I think I tested we tested those components So that is it from my side and I'm fine with taking up something else Yeah, also I added like that small PR the buck that you assigned me yesterday Like that so he obviously see the need for this future.","",0
75,2025-10-07T12:36:34.420589,2025-10-07T12:37:34.236258,41.13,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-36-34.wav,"before well especially because it's gonna be tens of thousands of records so trying to get performance issues and about getting some of the picture done appropriately. The bosom's keep that run which is kind of a new domain for the bang release period and informants so I see the value of that for problems. Take it a few days, I'll just go ahead and bring the feedback. I think it's the last one because the MPR you know, you have to conditionally take this work so once I get the PR then the front end, the front end went one round and I addressed all that back. It's gonna take another round. Basically trying to get all the extended to me so then everything I've done so far with demo should all be in the product. The extra buildings are layering on top of that and progressing eventually so once I get this PR to merge.","I think it's the last one because the MPR you know, you have to conditionally take this work so once I get the PR then the front end, the front end went one round and I addressed all that back. before well especially because it's gonna be tens of thousands of records so trying to get performance issues and about getting some of the picture done appropriately. The bosom's keep that run which is kind of a new domain for the bang release period and informants so I see the value of that for problems. Basically trying to get all the extended to me so then everything I've done so far with demo should all be in the product.","",0
76,2025-10-07T12:37:34.449039,2025-10-07T12:38:34.476008,40.05,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-37-34.wav,"My next task will be to work on the backfill for Masama and that's probably at least a week of work. It kind of depends on that history and I've done this in information. And then after that, we'll be updating the statuses and the task records accurately so that we can export to Snowflake and then achieve the original goal project which is so basically how payment status, payment status, payment statuses that are just like the actual location of money are in-flame. So, still a couple of weeks away from that. One thing I'm going to be doing is, I'll talk about this in the ledger meeting later, but I don't have any operations to commit to high quality data.","And then after that, we'll be updating the statuses and the task records accurately so that we can export to Snowflake and then achieve the original goal project which is so basically how payment status, payment status, payment statuses that are just like the actual location of money are in-flame. One thing I'm going to be doing is, I'll talk about this in the ledger meeting later, but I don't have any operations to commit to high quality data. My next task will be to work on the backfill for Masama and that's probably at least a week of work. It kind of depends on that history and I've done this in information.","",0
77,2025-10-07T12:38:34.479529,2025-10-07T12:39:34.486479,39.87,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-38-34.wav,"entry payment statuses. That's going to require one is ops team members need to fill out every field in Asana which is um Asana doesn't of course um require fields so they'll have to be just disciplined about it. Number two there's some offshoots in the Philippines that have to do the same and three there are some scripts that we have written here that do all the payment that don't fill out all the fields. So at least that's what I understand. I'm talking to Vashchik and others so those scripts need also to be updated so they fill out every field. So once we have good data then this system should produce accurate payment statuses. That's my status. Okay um do we need to document that process or are you going to be working with","Number two there's some offshoots in the Philippines that have to do the same and three there are some scripts that we have written here that do all the payment that don't fill out all the fields. That's going to require one is ops team members need to fill out every field in Asana which is um Asana doesn't of course um require fields so they'll have to be just disciplined about it. I'm talking to Vashchik and others so those scripts need also to be updated so they fill out every field. So once we have good data then this system should produce accurate payment statuses.","",0
78,2025-10-07T12:39:34.490062,2025-10-07T12:40:34.515203,36.75,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-39-34.wav,"I should have to document that process. No, Ash is going to be Shayna. Okay. She's, I think, responsible for that. I should just be in the office and work together. Has a lot of experience and offers me advice and insights and things, but he's not actually working on this. Okay, great. Oh. This is my information source. He has a great information source. Yeah. He's very knowledgeable about fundraising. He's absolutely welcome. Okay, Tia says that he is off today and people start working on bunks and to keep blocking PRs tomorrow. So, why is it so bad Ash? Yeah, I need his PR as well. So, he and Shayna are the two primary reviewers.","Has a lot of experience and offers me advice and insights and things, but he's not actually working on this. Okay, Tia says that he is off today and people start working on bunks and to keep blocking PRs tomorrow. So, why is it so bad Ash? Yeah, I need his PR as well. I should just be in the office and work together.","",0
79,2025-10-07T12:40:34.519440,2025-10-07T12:41:33.404633,41.79,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-40-34.wav,"He has been preaching and keeping interviews, so I might ask him to try to use something called conventional comments. Additional comments are really a well-established practice for writing the comments. When you preface the comment with something like NITS, like you said NITPIC, which means you don't have to fix it, it's just bothering me or it's like blocker or like you can do later. There's a whole set of prefixes that kind of guide the VTB to know how important the version of that is that will help defer some of the words which is really just very minor to titleistic changes. My first submission, the third, she went a bit thirsty, thirsty is finally being the bugs, I think. You have a couple of bugs on you, right DJ?","There's a whole set of prefixes that kind of guide the VTB to know how important the version of that is that will help defer some of the words which is really just very minor to titleistic changes. When you preface the comment with something like NITS, like you said NITPIC, which means you don't have to fix it, it's just bothering me or it's like blocker or like you can do later. He has been preaching and keeping interviews, so I might ask him to try to use something called conventional comments. My first submission, the third, she went a bit thirsty, thirsty is finally being the bugs, I think.","",0
80,2025-10-07T12:41:34.548552,2025-10-07T12:42:34.573956,38.7,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-41-34.wav,"I have a book that gets down to work but I might at least have a formal discussion of the book book dash list parameters or process. So my ask is for you to spend four hours on Wednesday and Thursday to get the books through bugs or the bugs that are assigned to you. There's only one bug that's unassigned. I might take it on somebody. Okay I'll do that. Oh that's a case so I'm shutting the day. Bye. Today Thursday I started off some of the bugs first usually due to masking the bank information. Also I can't enter deep around it so they're like remember like the mask.","So my ask is for you to spend four hours on Wednesday and Thursday to get the books through bugs or the bugs that are assigned to you. I have a book that gets down to work but I might at least have a formal discussion of the book book dash list parameters or process. Today Thursday I started off some of the bugs first usually due to masking the bank information. Also I can't enter deep around it so they're like remember like the mask.","",0
81,2025-10-07T12:42:34.577465,2025-10-07T12:43:34.605135,43.14,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-42-34.wav,"information is a little bit macnobibolic. Secondly, I started working on that script to get all the ePoE spam permission, all the tool app health wallet and the web account. I need like no data books to complete my analysis on that and I start doing the updates on premium accounts to make sure all the accounts are like in line. So, just like one hour of working on that. And other than that, I was like, there were like many slack tricks that I had to be like, I was able to discover one or two issues and it's also, I really want to have to discover that I'm going to try to clear all the slack tricks.","And other than that, I was like, there were like many slack tricks that I had to be like, I was able to discover one or two issues and it's also, I really want to have to discover that I'm going to try to clear all the slack tricks. I need like no data books to complete my analysis on that and I start doing the updates on premium accounts to make sure all the accounts are like in line. Secondly, I started working on that script to get all the ePoE spam permission, all the tool app health wallet and the web account. So, just like one hour of working on that.","",0
82,2025-10-07T12:43:34.609500,2025-10-07T12:44:34.632605,38.52,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-43-34.wav,"Because you have to deal with issues or you have to deal with quality related issues and then continue on invoicing as you get back to it. So you need to be on FBO account and do your own. I'm curious what happens if people don't claim a demo to get to it? Is there an escalation plan? How do we find those? Usually people like some of the Indian folks would kind of like dad who has an Australian language mission or that. Usually they used to do that and they didn't get to do it themselves. Even the most, it's like a thank you to anyone who is interested. I just wanted to make sure they didn't go missing.","I'm curious what happens if people don't claim a demo to get to it? Is there an escalation plan? How do we find those? Usually people like some of the Indian folks would kind of like dad who has an Australian language mission or that. Because you have to deal with issues or you have to deal with quality related issues and then continue on invoicing as you get back to it. Usually they used to do that and they didn't get to do it themselves. Even the most, it's like a thank you to anyone who is interested.","",0
83,2025-10-07T12:44:34.636761,2025-10-07T12:45:34.662291,34.86,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-44-34.wav,"To the next I'm gonna move this to the next room. Okay, and I'll let you close those out","To the next I'm gonna move this to the next room. Okay, and I'll let you close those out.","",0
84,2025-10-07T12:45:34.666636,2025-10-07T12:46:34.691370,28.23,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-45-34.wav,"I am done, I am good Now go to the current sprit and strategy you have just one book for tomorrow Alright, we shall... Are you ready? I am sorry? I have marked the last sprit Perfect Yes, all done and then this current sprit Perfect I worked on the idea for fetching data","Are you ready? I am sorry? I have marked the last sprit Perfect Yes, all done and then this current sprit Perfect I worked on the idea for fetching data. I am done, I am good Now go to the current sprit and strategy you have just one book for tomorrow Alright, we shall.","",0
85,2025-10-07T12:46:34.695096,2025-10-07T12:47:28.120812,31.95,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-46-34.wav,"for the user which is related to the above on linking of accounts and another task to allow admin to create future reimbursement. The PR is out. There is a comment on the PR that I am working on. Yesterday I was able to debug the app on the events and headlays with Azure Functions creating the test evidence for that related to integrating functionality for claims reimbursement last one. So that should be completed soon. Yeah. So this is all I am working on. Hello. Let me see. There were bugs and finding queries.","Yesterday I was able to debug the app on the events and headlays with Azure Functions creating the test evidence for that related to integrating functionality for claims reimbursement last one. for the user which is related to the above on linking of accounts and another task to allow admin to create future reimbursement. There is a comment on the PR that I am working on. There were bugs and finding queries.","",0
86,2025-10-07T12:47:34.724799,2025-10-07T12:48:30.580091,26.97,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-47-34.wav,"Okay, so the only book that we have left is Dylan Ewing submitted a new enrollment for the same plan with... um, sorry for some reason I can't seem to get the expander payment All right, same plan with new dependent um, and it didn't mark the old plan as obviously resulting in a duplicate payment um, who would be able to take this on during the book bash? You can? Thank you, thank you! All right, wonderful","um, sorry for some reason I can't seem to get the expander payment All right, same plan with new dependent um, and it didn't mark the old plan as obviously resulting in a duplicate payment um, who would be able to take this on during the book bash? You can? Thank you, thank you! All right, wonderful. Okay, so the only book that we have left is Dylan Ewing submitted a new enrollment for the same plan with.","",0
87,2025-10-07T12:48:34.753795,2025-10-07T12:49:34.779433,33.81,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-48-34.wav,"Okay, so, yeah. Shave has a bunch of them. All right. Ha ha ha ha ha ha. So I guess you can handle it. If it becomes an issue where you are taking too long or more than for like two hours on anything, let us know and then I'll see if somebody can help out. And you can ping me as early as three hours before the current time. Or two hours before the current time. Again, around 6 a.m. So if you ping me from 6 a.m. to 6 a.m. on, I will respond. All right. Sounds good. Any questions? Got some room to share.","If it becomes an issue where you are taking too long or more than for like two hours on anything, let us know and then I'll see if somebody can help out. And you can ping me as early as three hours before the current time. Any questions? Got some room to share. Or two hours before the current time.","",0
88,2025-10-07T12:49:34.782716,2025-10-07T12:50:34.809047,40.71,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-49-34.wav,"What do you guys have to chat about? If we want to talk any further about SVB? Yes. Okay. So, yeah, I guess you can go ahead and get a crystal. Uh, the context here is that SVB is coming in as a new bank. Uh, we are going to be integrating SVB to pull in data from the employers, and then SVB goes into... Correct me if I'm wrong, Nick. SVB goes into the links account. Is that right? Or does SVB go into Mercury and Mercury to the links account? Uh, I... So, I guess let me ask this question as well. Shrede, do you know the full process for how we do QuickBooks? Like, whenever we have to draft mail, or draft out of the app, and it's through QuickBooks, I believe that...","Shrede, do you know the full process for how we do QuickBooks? Like, whenever we have to draft mail, or draft out of the app, and it's through QuickBooks, I believe that. Uh, we are going to be integrating SVB to pull in data from the employers, and then SVB goes into. Is that right? Or does SVB go into Mercury and Mercury to the links account? Uh, I. What do you guys have to chat about? If we want to talk any further about SVB? Yes.","",0
89,2025-10-07T12:50:34.811082,2025-10-07T12:51:34.838385,40.11,/Users/aditya/Repos/recorder/audio/seg_2025-10-07T12-50-34.wav,"money like we just kind of we're working outside of the app and so the money that's crafted with any quick books is potentially sent over by finance team to mercury or ramp in the next time I was in a business I actually don't think that it comes into our app. Yes. But it seems like a request so and then everybody is in auto paint those cases like in those funds increase the contract in those cases that we transfer funds from my key to reserve like reserve for the reserve and we do the conditions. Generally in any of these cases if we are able to use, we don't have those cases for like auto-pay set of foods in reserve. So I guess.","money like we just kind of we're working outside of the app and so the money that's crafted with any quick books is potentially sent over by finance team to mercury or ramp in the next time I was in a business I actually don't think that it comes into our app. But it seems like a request so and then everybody is in auto paint those cases like in those funds increase the contract in those cases that we transfer funds from my key to reserve like reserve for the reserve and we do the conditions. Generally in any of these cases if we are able to use, we don't have those cases for like auto-pay set of foods in reserve. So I guess.","",0
